stamp,datetime,humidity,temperature
"1497832184","42905.02065","69.6","15.5"
"1497832185","42905.02066","69.6","15.5"
"1497832186","42905.02067","69.6","15.5"
"1497832187","42905.02068","69.6","15.5"
"1497832188","42905.02069","69.6","15.5"
"1497832189","42905.02071","69.5","15.5"
"1497832190","42905.02072","69.5","15.5"
"1497832191","42905.02073","69.5","15.5"
"1497832192","42905.02074","69.5","15.5"
"1497832193","42905.02075","69.5","15.5"
"1497832194","42905.02076","69.5","15.5"
"1497832195","42905.02078","69.5","15.5"
"1497832196","42905.02079","69.5","15.5"
"1497832197","42905.0208","69.5","15.5"
"1497832198","42905.02081","69.4","15.5"
"1497832199","42905.02082","69.4","15.5"
"1497832200","42905.02083","69.4","15.5"
"1497832201","42905.02084","69.4","15.5"
"1497832202","42905.02086","69.4","15.5"
"1497832203","42905.02087","69.5","15.5"
"1497832204","42905.02088","69.5","15.5"
"1497832205","42905.02089","69.4","15.5"
"1497832206","42905.0209","69.4","15.5"
"1497832207","42905.02091","69.3","15.5"
"1497832208","42905.02093","69.3","15.5"
"1497832209","42905.02094","69.3","15.5"
"1497832210","42905.02095","69.3","15.5"
"1497832211","42905.02096","69.3","15.5"
"1497832212","42905.02097","69.3","15.5"
"1497832213","42905.02098","69.3","15.5"
"1497832214","42905.021","69.4","15.5"
"1497832215","42905.02101","69.4","15.5"
"1497832216","42905.02102","69.4","15.5"
"1497832217","42905.02103","69.4","15.5"
"1497832218","42905.02104","69.4","15.5"
"1497832219","42905.02105","69.5","15.5"
"1497832220","42905.02106","69.5","15.5"
"1497832221","42905.02108","69.5","15.5"
"1497832222","42905.02109","69.5","15.5"
"1497832223","42905.0211","69.5","15.5"
"1497832224","42905.02111","69.5","15.5"
"1497832225","42905.02112","69.4","15.5"
"1497832227","42905.02115","69.4","15.5"
"1497832228","42905.02116","69.4","15.5"
"1497832229","42905.02117","69.4","15.5"
"1497832230","42905.02118","69.4","15.5"
"1497832231","42905.02119","69.4","15.5"
"1497832232","42905.0212","69.4","15.5"
"1497832233","42905.02122","69.4","15.5"
"1497832234","42905.02123","69.5","15.5"
"1497832235","42905.02124","69.5","15.5"
"1497832236","42905.02125","69.4","15.5"
"1497832237","42905.02126","69.4","15.5"
"1497832238","42905.02127","69.5","15.5"
"1497832239","42905.02128","69.5","15.5"
"1497832240","42905.0213","69.5","15.5"
"1497832241","42905.02131","69.5","15.5"
"1497832242","42905.02132","69.5","15.5"
"1497832243","42905.02133","69.6","15.6"
"1497832244","42905.02134","69.6","15.6"
"1497832245","42905.02135","69.6","15.5"
"1497832246","42905.02137","69.6","15.5"
"1497832247","42905.02138","69.6","15.5"
"1497832248","42905.02139","69.6","15.5"
"1497832249","42905.0214","69.6","15.5"
"1497832250","42905.02141","69.6","15.5"
"1497832251","42905.02142","69.6","15.5"
"1497832252","42905.02144","69.6","15.5"
"1497832253","42905.02145","69.6","15.5"
"1497832254","42905.02146","69.6","15.5"
"1497832255","42905.02147","69.6","15.5"
"1497832256","42905.02148","69.6","15.5"
"1497832257","42905.02149","69.6","15.5"
"1497832258","42905.0215","69.5","15.5"
"1497832259","42905.02152","69.5","15.5"
"1497832260","42905.02153","69.5","15.5"
"1497832261","42905.02154","69.5","15.5"
"1497832262","42905.02155","69.5","15.5"
"1497832263","42905.02156","69.5","15.5"
"1497832264","42905.02157","69.5","15.5"
"1497832265","42905.02159","69.5","15.5"
"1497832266","42905.0216","69.5","15.5"
"1497832267","42905.02161","69.5","15.5"
"1497832268","42905.02162","69.5","15.5"
"1497832269","42905.02163","69.5","15.5"
"1497832270","42905.02164","69.5","15.5"
"1497832271","42905.02166","69.5","15.5"
"1497832272","42905.02167","69.5","15.5"
"1497832273","42905.02168","69.5","15.5"
"1497832274","42905.02169","69.5","15.5"
"1497832275","42905.0217","69.5","15.5"
"1497832276","42905.02171","69.5","15.5"
"1497832277","42905.02172","69.6","15.5"
"1497832278","42905.02174","69.6","15.5"
"1497832279","42905.02175","69.7","15.5"
"1497832280","42905.02176","69.7","15.5"
"1497832281","42905.02177","69.7","15.5"
"1497832282","42905.02178","69.7","15.5"
"1497832283","42905.02179","69.6","15.5"
"1497832284","42905.02181","69.6","15.5"
"1497832285","42905.02182","69.6","15.5"
"1497832286","42905.02183","69.5","15.5"
"1497832287","42905.02184","69.5","15.5"
"1497832288","42905.02185","69.5","15.5"
"1497832289","42905.02186","69.5","15.5"
"1497832290","42905.02188","69.4","15.5"
"1497832291","42905.02189","69.4","15.5"
"1497832292","42905.0219","69.4","15.5"
"1497832293","42905.02191","69.4","15.5"
"1497832294","42905.02192","69.4","15.5"
"1497832295","42905.02193","69.4","15.5"
"1497832296","42905.02194","69.4","15.5"
"1497832297","42905.02196","69.4","15.5"
"1497832298","42905.02197","69.4","15.5"
"1497832299","42905.02198","69.3","15.5"
"1497832300","42905.02199","69.3","15.5"
"1497832301","42905.022","69.3","15.5"
"1497832302","42905.02201","69.3","15.5"
"1497832303","42905.02203","69.3","15.5"
"1497832304","42905.02204","69.3","15.5"
"1497832305","42905.02205","69.3","15.5"
"1497832306","42905.02206","69.3","15.5"
"1497832307","42905.02207","69.3","15.5"
"1497832308","42905.02208","69.3","15.5"
"1497832309","42905.02209","69.3","15.5"
"1497832310","42905.02211","69.3","15.5"
"1497832311","42905.02212","69.3","15.5"
"1497832312","42905.02213","69.3","15.5"
"1497832313","42905.02214","69.3","15.5"
"1497832314","42905.02215","69.3","15.5"
"1497832315","42905.02216","69.3","15.5"
"1497832316","42905.02218","69.3","15.5"
"1497832317","42905.02219","69.3","15.5"
"1497832318","42905.0222","69.3","15.5"
"1497832319","42905.02221","69.4","15.5"
"1497832320","42905.02222","69.4","15.5"
"1497832321","42905.02223","69.4","15.5"
"1497832322","42905.02225","69.4","15.5"
"1497832323","42905.02226","69.4","15.5"
"1497832324","42905.02227","69.4","15.5"
"1497832325","42905.02228","69.4","15.5"
"1497832326","42905.02229","69.4","15.5"
"1497832327","42905.0223","69.4","15.5"
"1497832328","42905.02231","69.4","15.5"
"1497832329","42905.02233","69.4","15.5"
"1497832330","42905.02234","69.4","15.5"
"1497832331","42905.02235","69.5","15.5"
"1497832332","42905.02236","69.5","15.5"
"1497832333","42905.02237","69.5","15.5"
"1497832334","42905.02238","69.5","15.5"
"1497832335","42905.0224","69.6","15.5"
"1497832336","42905.02241","69.6","15.5"
"1497832337","42905.02242","69.6","15.5"
"1497832338","42905.02243","69.7","15.5"
"1497832339","42905.02244","69.7","15.5"
"1497832340","42905.02245","69.7","15.5"
"1497832341","42905.02247","69.6","15.5"
"1497832342","42905.02248","69.6","15.5"
"1497832343","42905.02249","69.6","15.5"
"1497832344","42905.0225","69.6","15.5"
"1497832345","42905.02251","69.5","15.5"
"1497832346","42905.02252","69.5","15.5"
"1497832347","42905.02253","69.5","15.5"
"1497832348","42905.02255","69.5","15.5"
"1497832349","42905.02256","69.4","15.5"
"1497832350","42905.02257","69.4","15.5"
"1497832351","42905.02258","69.4","15.5"
"1497832352","42905.02259","69.4","15.5"
"1497832353","42905.0226","69.4","15.5"
"1497832354","42905.02262","69.3","15.5"
"1497832355","42905.02263","69.3","15.5"
"1497832356","42905.02264","69.3","15.5"
"1497832357","42905.02265","69.3","15.5"
"1497832358","42905.02266","69.3","15.5"
"1497832359","42905.02267","69.4","15.5"
"1497832360","42905.02269","69.4","15.5"
"1497832361","42905.0227","69.4","15.5"
"1497832362","42905.02271","69.4","15.5"
"1497832363","42905.02272","69.4","15.5"
"1497832364","42905.02273","69.5","15.5"
"1497832365","42905.02274","69.5","15.5"
"1497832366","42905.02275","69.5","15.5"
"1497832367","42905.02277","69.5","15.5"
"1497832368","42905.02278","69.5","15.5"
"1497832369","42905.02279","69.5","15.5"
"1497832370","42905.0228","69.5","15.5"
"1497832371","42905.02281","69.5","15.5"
"1497832372","42905.02282","69.5","15.5"
"1497832373","42905.02284","69.5","15.5"
"1497832374","42905.02285","69.5","15.5"
"1497832375","42905.02286","69.5","15.5"
"1497832376","42905.02287","69.5","15.5"
"1497832377","42905.02288","69.5","15.5"
"1497832378","42905.02289","69.5","15.5"
"1497832379","42905.02291","69.5","15.5"
"1497832380","42905.02292","69.6","15.5"
"1497832381","42905.02293","69.6","15.5"
"1497832382","42905.02294","69.5","15.5"
"1497832383","42905.02295","69.5","15.5"
"1497832384","42905.02296","69.5","15.5"
"1497832385","42905.02297","69.5","15.5"
"1497832386","42905.02299","69.5","15.5"
"1497832387","42905.023","69.5","15.5"
"1497832388","42905.02301","69.5","15.5"
"1497832389","42905.02302","69.5","15.5"
"1497832390","42905.02303","69.5","15.5"
"1497832391","42905.02304","69.5","15.5"
"1497832392","42905.02306","69.5","15.5"
"1497832393","42905.02307","69.5","15.5"
"1497832394","42905.02308","69.5","15.5"
"1497832395","42905.02309","69.5","15.5"
"1497832396","42905.0231","69.5","15.5"
"1497832397","42905.02311","69.4","15.4"
"1497832398","42905.02313","69.4","15.4"
"1497832399","42905.02314","69.5","15.5"
"1497832400","42905.02315","69.5","15.5"
"1497832401","42905.02316","69.5","15.4"
"1497832402","42905.02317","69.4","15.4"
"1497832403","42905.02318","69.4","15.4"
"1497832404","42905.02319","69.5","15.5"
"1497832405","42905.02321","69.5","15.5"
"1497832406","42905.02322","69.5","15.5"
"1497832407","42905.02323","69.4","15.5"
"1497832408","42905.02324","69.4","15.5"
"1497832409","42905.02325","69.4","15.5"
"1497832410","42905.02326","69.4","15.5"
"1497832411","42905.02328","69.4","15.5"
"1497832412","42905.02329","69.4","15.5"
"1497832413","42905.0233","69.4","15.5"
"1497832414","42905.02331","69.4","15.5"
"1497832415","42905.02332","69.4","15.5"
"1497832416","42905.02333","69.3","15.4"
"1497832417","42905.02334","69.3","15.4"
"1497832418","42905.02336","69.4","15.5"
"1497832419","42905.02337","69.4","15.5"
"1497832420","42905.02338","69.4","15.5"
"1497832421","42905.02339","69.4","15.5"
"1497832422","42905.0234","69.4","15.5"
"1497832423","42905.02341","69.4","15.5"
"1497832424","42905.02343","69.5","15.5"
"1497832425","42905.02344","69.5","15.5"
"1497832426","42905.02345","69.5","15.5"
"1497832427","42905.02346","69.4","15.4"
"1497832428","42905.02347","69.4","15.4"
"1497832429","42905.02348","69.5","15.5"
"1497832430","42905.0235","69.5","15.5"
"1497832431","42905.02351","69.5","15.5"
"1497832432","42905.02352","69.5","15.5"
"1497832433","42905.02353","69.5","15.5"
"1497832434","42905.02354","69.5","15.5"
"1497832435","42905.02355","69.5","15.5"
"1497832436","42905.02356","69.5","15.4"
"1497832437","42905.02358","69.5","15.4"
"1497832438","42905.02359","69.5","15.4"
"1497832439","42905.0236","69.6","15.5"
"1497832440","42905.02361","69.6","15.5"
"1497832441","42905.02362","69.5","15.4"
"1497832442","42905.02363","69.5","15.4"
"1497832443","42905.02365","69.5","15.4"
"1497832444","42905.02366","69.5","15.4"
"1497832445","42905.02367","69.5","15.4"
"1497832446","42905.02368","69.5","15.4"
"1497832447","42905.02369","69.5","15.4"
"1497832448","42905.0237","69.6","15.4"
"1497832449","42905.02372","69.6","15.4"
"1497832450","42905.02373","69.6","15.4"
"1497832451","42905.02374","69.6","15.4"
"1497832452","42905.02375","69.7","15.4"
"1497832453","42905.02376","69.7","15.4"
"1497832454","42905.02377","69.7","15.4"
"1497832455","42905.02378","69.8","15.5"
"1497832456","42905.0238","69.8","15.5"
"1497832457","42905.02381","69.9","15.5"
"1497832458","42905.02382","69.9","15.5"
"1497832459","42905.02383","69.8","15.4"
"1497832460","42905.02384","69.8","15.4"
"1497832461","42905.02385","69.8","15.4"
"1497832462","42905.02387","69.8","15.4"
"1497832463","42905.02388","69.8","15.4"
"1497832464","42905.02389","69.8","15.4"
"1497832465","42905.0239","69.8","15.4"
"1497832466","42905.02391","69.8","15.4"
"1497832467","42905.02392","69.8","15.4"
"1497832468","42905.02394","69.8","15.4"
"1497832469","42905.02395","69.7","15.4"
"1497832470","42905.02396","69.7","15.4"
"1497832471","42905.02397","69.7","15.4"
"1497832472","42905.02398","69.6","15.4"
"1497832473","42905.02399","69.6","15.4"
"1497832474","42905.024","69.5","15.4"
"1497832475","42905.02402","69.5","15.4"
"1497832476","42905.02403","69.7","15.5"
"1497832477","42905.02404","69.7","15.5"
"1497832478","42905.02405","69.7","15.4"
"1497832479","42905.02406","69.7","15.4"
"1497832480","42905.02407","69.7","15.4"
"1497832481","42905.02409","69.7","15.4"
"1497832482","42905.0241","69.7","15.4"
"1497832483","42905.02411","69.7","15.4"
"1497832484","42905.02412","69.7","15.4"
"1497832485","42905.02413","69.7","15.4"
"1497832486","42905.02414","69.7","15.4"
"1497832487","42905.02416","69.7","15.4"
"1497832488","42905.02417","69.7","15.4"
"1497832489","42905.02418","69.8","15.4"
"1497832490","42905.02419","69.8","15.4"
"1497832491","42905.0242","69.8","15.4"
"1497832492","42905.02421","69.8","15.4"
"1497832493","42905.02422","69.8","15.4"
"1497832494","42905.02424","69.8","15.4"
"1497832495","42905.02425","69.8","15.4"
"1497832496","42905.02426","69.9","15.5"
"1497832497","42905.02427","69.9","15.5"
"1497832498","42905.02428","69.9","15.5"
"1497832499","42905.02429","69.9","15.5"
"1497832500","42905.02431","69.9","15.5"
"1497832501","42905.02432","69.9","15.5"
"1497832502","42905.02433","69.9","15.5"
"1497832503","42905.02434","69.8","15.5"
"1497832504","42905.02435","69.8","15.5"
"1497832505","42905.02436","69.9","15.5"
"1497832506","42905.02438","69.9","15.5"
"1497832507","42905.02439","69.9","15.5"
"1497832508","42905.0244","69.9","15.5"
"1497832509","42905.02441","69.9","15.5"
"1497832510","42905.02442","69.9","15.5"
"1497832511","42905.02443","69.9","15.5"
"1497832512","42905.02444","69.9","15.5"
"1497832513","42905.02446","69.9","15.5"
"1497832514","42905.02447","69.9","15.5"
"1497832515","42905.02448","69.9","15.5"
"1497832516","42905.02449","69.9","15.5"
"1497832517","42905.0245","69.9","15.5"
"1497832518","42905.02451","69.9","15.5"
"1497832519","42905.02453","69.8","15.5"
"1497832520","42905.02454","69.8","15.5"
"1497832521","42905.02455","69.9","15.5"
"1497832522","42905.02456","69.9","15.5"
"1497832523","42905.02457","69.9","15.5"
"1497832524","42905.02458","69.9","15.5"
"1497832525","42905.02459","69.9","15.5"
"1497832526","42905.02461","69.9","15.5"
"1497832527","42905.02462","69.9","15.5"
"1497832528","42905.02463","69.7","15.4"
"1497832529","42905.02464","69.7","15.4"
"1497832530","42905.02465","69.8","15.5"
"1497832531","42905.02466","69.8","15.5"
"1497832532","42905.02468","69.8","15.5"
"1497832533","42905.02469","69.8","15.5"
"1497832534","42905.0247","69.8","15.5"
"1497832535","42905.02471","69.8","15.5"
"1497832536","42905.02472","69.8","15.5"
"1497832537","42905.02473","69.9","15.5"
"1497832538","42905.02475","69.9","15.5"
"1497832539","42905.02476","69.9","15.5"
"1497832540","42905.02477","69.9","15.5"
"1497832541","42905.02478","69.9","15.5"
"1497832542","42905.02479","69.8","15.4"
"1497832543","42905.0248","69.8","15.4"
"1497832544","42905.02481","69.9","15.5"
"1497832545","42905.02483","69.9","15.5"
"1497832546","42905.02484","69.8","15.5"
"1497832547","42905.02485","69.8","15.5"
"1497832548","42905.02486","69.8","15.5"
"1497832549","42905.02487","69.6","15.4"
"1497832550","42905.02488","69.6","15.4"
"1497832551","42905.0249","69.6","15.5"
"1497832552","42905.02491","69.6","15.5"
"1497832553","42905.02492","69.5","15.5"
"1497832554","42905.02493","69.5","15.5"
"1497832555","42905.02494","69.5","15.5"
"1497832556","42905.02495","69.4","15.4"
"1497832557","42905.02497","69.4","15.4"
"1497832558","42905.02498","69.5","15.5"
"1497832559","42905.02499","69.5","15.5"
"1497832560","42905.025","69.5","15.5"
"1497832561","42905.02501","69.5","15.5"
"1497832562","42905.02502","69.4","15.4"
"1497832563","42905.02503","69.4","15.4"
"1497832564","42905.02505","69.4","15.4"
"1497832565","42905.02506","69.3","15.4"
"1497832566","42905.02507","69.3","15.4"
"1497832567","42905.02508","69.3","15.4"
"1497832568","42905.02509","69.3","15.4"
"1497832569","42905.0251","69.4","15.5"
"1497832570","42905.02512","69.4","15.5"
"1497832571","42905.02513","69.3","15.4"
"1497832572","42905.02514","69.3","15.4"
"1497832573","42905.02515","69.3","15.4"
"1497832574","42905.02516","69.3","15.4"
"1497832575","42905.02517","69.3","15.4"
"1497832576","42905.02519","69.3","15.4"
"1497832577","42905.0252","69.4","15.4"
"1497832578","42905.02521","69.4","15.4"
"1497832579","42905.02522","69.5","15.5"
"1497832580","42905.02523","69.5","15.5"
"1497832581","42905.02524","69.4","15.4"
"1497832582","42905.02525","69.4","15.4"
"1497832583","42905.02527","69.5","15.5"
"1497832584","42905.02528","69.5","15.5"
"1497832585","42905.02529","69.4","15.4"
"1497832586","42905.0253","69.4","15.4"
"1497832587","42905.02531","69.4","15.4"
"1497832588","42905.02532","69.5","15.4"
"1497832589","42905.02534","69.5","15.4"
"1497832590","42905.02535","69.5","15.5"
"1497832591","42905.02536","69.5","15.5"
"1497832592","42905.02537","69.5","15.5"
"1497832593","42905.02538","69.5","15.5"
"1497832594","42905.02539","69.5","15.5"
"1497832595","42905.02541","69.5","15.5"
"1497832596","42905.02542","69.5","15.5"
"1497832597","42905.02543","69.5","15.5"
"1497832598","42905.02544","69.5","15.5"
"1497832599","42905.02545","69.5","15.5"
"1497832600","42905.02546","69.5","15.5"
"1497832601","42905.02547","69.5","15.5"
"1497832602","42905.02549","69.5","15.5"
"1497832603","42905.0255","69.4","15.4"
"1497832604","42905.02551","69.4","15.4"
"1497832605","42905.02552","69.5","15.5"
"1497832606","42905.02553","69.5","15.5"
"1497832607","42905.02554","69.5","15.5"
"1497832608","42905.02556","69.5","15.5"
"1497832609","42905.02557","69.5","15.5"
"1497832610","42905.02558","69.5","15.5"
"1497832611","42905.02559","69.5","15.5"
"1497832612","42905.0256","69.5","15.5"
"1497832613","42905.02561","69.5","15.5"
"1497832614","42905.02563","69.5","15.5"
"1497832615","42905.02564","69.5","15.5"
"1497832616","42905.02565","69.5","15.5"
"1497832617","42905.02566","69.5","15.5"
"1497832618","42905.02567","69.6","15.5"
"1497832619","42905.02568","69.6","15.5"
"1497832620","42905.02569","69.6","15.5"
"1497832621","42905.02571","69.6","15.5"
"1497832622","42905.02572","69.7","15.5"
"1497832623","42905.02573","69.7","15.5"
"1497832624","42905.02574","69.7","15.5"
"1497832625","42905.02575","69.6","15.5"
"1497832626","42905.02576","69.6","15.5"
"1497832627","42905.02578","69.6","15.5"
"1497832628","42905.02579","69.6","15.5"
"1497832629","42905.0258","69.6","15.5"
"1497832630","42905.02581","69.6","15.5"
"1497832631","42905.02582","69.6","15.5"
"1497832632","42905.02583","69.6","15.5"
"1497832633","42905.02584","69.5","15.5"
"1497832634","42905.02586","69.5","15.5"
"1497832635","42905.02587","69.5","15.5"
"1497832636","42905.02588","69.4","15.5"
"1497832637","42905.02589","69.4","15.5"
"1497832638","42905.0259","69.3","15.5"
"1497832639","42905.02591","69.3","15.5"
"1497832640","42905.02593","69.3","15.5"
"1497832641","42905.02594","69.3","15.5"
"1497832642","42905.02595","69.3","15.5"
"1497832643","42905.02596","69.3","15.5"
"1497832644","42905.02597","69.3","15.5"
"1497832645","42905.02598","69.3","15.5"
"1497832646","42905.026","69.3","15.5"
"1497832647","42905.02601","69.3","15.5"
"1497832648","42905.02602","69.3","15.5"
"1497832649","42905.02603","69.2","15.5"
"1497832650","42905.02604","69.2","15.5"
"1497832651","42905.02605","69.1","15.5"
"1497832652","42905.02606","69.1","15.5"
"1497832653","42905.02608","69.1","15.5"
"1497832654","42905.02609","69.1","15.5"
"1497832655","42905.0261","69.1","15.5"
"1497832656","42905.02611","69.1","15.5"
"1497832657","42905.02612","69.1","15.5"
"1497832658","42905.02613","69.2","15.5"
"1497832659","42905.02615","69.2","15.5"
"1497832660","42905.02616","69.2","15.5"
"1497832661","42905.02617","69.2","15.5"
"1497832662","42905.02618","69.2","15.5"
"1497832664","42905.0262","69.1","15.5"
"1497832665","42905.02622","69.1","15.5"
"1497832666","42905.02623","69.2","15.6"
"1497832667","42905.02624","69.2","15.6"
"1497832668","42905.02625","69.1","15.5"
"1497832669","42905.02626","69.1","15.5"
"1497832670","42905.02627","69.1","15.5"
"1497832671","42905.02628","69.2","15.5"
"1497832672","42905.0263","69.2","15.5"
"1497832673","42905.02631","69.1","15.5"
"1497832674","42905.02632","69.1","15.5"
"1497832675","42905.02633","69.1","15.5"
"1497832676","42905.02634","69.1","15.5"
"1497832677","42905.02635","69.1","15.5"
"1497832678","42905.02637","69.1","15.5"
"1497832679","42905.02638","69.1","15.5"
"1497832680","42905.02639","69.1","15.5"
"1497832681","42905.0264","69.0","15.5"
"1497832682","42905.02641","69.0","15.5"
"1497832683","42905.02642","69.1","15.5"
"1497832684","42905.02644","69.1","15.5"
"1497832685","42905.02645","69.1","15.5"
"1497832686","42905.02646","69.1","15.5"
"1497832687","42905.02647","69.1","15.5"
"1497832688","42905.02648","69.1","15.5"
"1497832689","42905.02649","69.1","15.5"
"1497832690","42905.0265","69.1","15.5"
"1497832691","42905.02652","69.1","15.5"
"1497832692","42905.02653","69.2","15.5"
"1497832693","42905.02654","69.2","15.5"
"1497832694","42905.02655","69.2","15.5"
"1497832695","42905.02656","69.2","15.5"
"1497832696","42905.02657","69.2","15.5"
"1497832697","42905.02659","69.2","15.5"
"1497832698","42905.0266","69.2","15.5"
"1497832699","42905.02661","69.2","15.5"
"1497832700","42905.02662","69.2","15.5"
"1497832701","42905.02663","69.2","15.5"
"1497832702","42905.02664","69.2","15.5"
"1497832703","42905.02666","69.2","15.5"
"1497832704","42905.02667","69.2","15.5"
"1497832705","42905.02668","69.2","15.5"
"1497832706","42905.02669","69.2","15.5"
"1497832707","42905.0267","69.2","15.5"
"1497832708","42905.02671","69.2","15.5"
"1497832709","42905.02672","69.2","15.5"
"1497832710","42905.02674","69.2","15.5"
"1497832711","42905.02675","69.2","15.5"
"1497832712","42905.02676","69.2","15.5"
"1497832713","42905.02677","69.2","15.5"
"1497832714","42905.02678","69.2","15.5"
"1497832715","42905.02679","69.2","15.5"
"1497832716","42905.02681","69.2","15.5"
"1497832717","42905.02682","69.2","15.5"
"1497832718","42905.02683","69.2","15.5"
"1497832719","42905.02684","69.2","15.5"
"1497832720","42905.02685","69.2","15.5"
"1497832721","42905.02686","69.2","15.5"
"1497832722","42905.02688","69.2","15.5"
"1497832723","42905.02689","69.2","15.5"
"1497832724","42905.0269","69.2","15.5"
"1497832725","42905.02691","69.2","15.5"
"1497832726","42905.02692","69.1","15.5"
"1497832727","42905.02693","69.1","15.5"
"1497832728","42905.02694","69.1","15.5"
"1497832729","42905.02696","69.1","15.5"
"1497832730","42905.02697","69.1","15.5"
"1497832731","42905.02698","69.1","15.5"
"1497832732","42905.02699","69.1","15.5"
"1497832733","42905.027","69.1","15.5"
"1497832734","42905.02701","69.1","15.5"
"1497832735","42905.02703","69.0","15.5"
"1497832736","42905.02704","69.0","15.5"
"1497832737","42905.02705","69.0","15.5"
"1497832738","42905.02706","69.1","15.5"
"1497832739","42905.02707","69.1","15.5"
"1497832740","42905.02708","69.1","15.5"
"1497832741","42905.02709","69.1","15.5"
"1497832742","42905.02711","69.1","15.5"
"1497832743","42905.02712","69.1","15.5"
"1497832744","42905.02713","69.1","15.5"
"1497832745","42905.02714","69.2","15.5"
"1497832746","42905.02715","69.2","15.5"
"1497832747","42905.02716","69.2","15.5"
"1497832748","42905.02718","69.2","15.5"
"1497832749","42905.02719","69.2","15.5"
"1497832750","42905.0272","69.2","15.5"
"1497832751","42905.02721","69.2","15.5"
"1497832752","42905.02722","69.2","15.5"
"1497832753","42905.02723","69.2","15.5"
"1497832754","42905.02725","69.2","15.5"
"1497832755","42905.02726","69.2","15.5"
"1497832756","42905.02727","69.2","15.5"
"1497832757","42905.02728","69.2","15.5"
"1497832758","42905.02729","69.2","15.5"
"1497832759","42905.0273","69.2","15.5"
"1497832760","42905.02731","69.2","15.5"
"1497832761","42905.02733","69.2","15.5"
"1497832762","42905.02734","69.2","15.5"
"1497832763","42905.02735","69.2","15.5"
"1497832764","42905.02736","69.2","15.5"
"1497832765","42905.02737","69.2","15.5"
"1497832766","42905.02738","69.2","15.5"
"1497832767","42905.0274","69.2","15.5"
"1497832768","42905.02741","69.2","15.5"
"1497832769","42905.02742","69.2","15.5"
"1497832770","42905.02743","69.2","15.5"
"1497832771","42905.02744","69.2","15.5"
"1497832772","42905.02745","69.2","15.5"
"1497832773","42905.02747","69.2","15.5"
"1497832774","42905.02748","69.2","15.5"
"1497832775","42905.02749","69.2","15.5"
"1497832776","42905.0275","69.2","15.5"
"1497832777","42905.02751","69.2","15.5"
"1497832778","42905.02752","69.2","15.5"
"1497832779","42905.02753","69.2","15.5"
"1497832780","42905.02755","69.2","15.5"
"1497832781","42905.02756","69.2","15.5"
"1497832782","42905.02757","69.2","15.5"
"1497832783","42905.02758","69.1","15.5"
"1497832784","42905.02759","69.1","15.5"
"1497832785","42905.0276","69.1","15.5"
"1497832786","42905.02762","69.1","15.5"
"1497832787","42905.02763","69.0","15.5"
"1497832788","42905.02764","69.0","15.5"
"1497832789","42905.02765","69.0","15.5"
"1497832790","42905.02766","69.0","15.5"
"1497832791","42905.02767","69.0","15.5"
"1497832792","42905.02769","69.0","15.5"
"1497832793","42905.0277","69.0","15.5"
"1497832794","42905.02771","69.0","15.5"
"1497832795","42905.02772","69.0","15.5"
"1497832796","42905.02773","69.0","15.5"
"1497832797","42905.02774","69.0","15.5"
"1497832798","42905.02775","69.0","15.5"
"1497832799","42905.02777","69.0","15.5"
"1497832800","42905.02778","69.0","15.5"
"1497832801","42905.02779","69.0","15.5"
"1497832802","42905.0278","69.0","15.5"
"1497832803","42905.02781","69.0","15.5"
"1497832804","42905.02782","69.0","15.5"
"1497832805","42905.02784","69.1","15.5"
"1497832806","42905.02785","69.1","15.5"
"1497832807","42905.02786","69.1","15.5"
"1497832808","42905.02787","69.1","15.5"
"1497832809","42905.02788","69.1","15.5"
"1497832810","42905.02789","69.2","15.5"
"1497832811","42905.02791","69.2","15.5"
"1497832812","42905.02792","69.2","15.5"
"1497832813","42905.02793","69.2","15.5"
"1497832814","42905.02794","69.2","15.5"
"1497832815","42905.02795","69.2","15.5"
"1497832816","42905.02796","69.2","15.5"
"1497832817","42905.02797","69.2","15.5"
"1497832818","42905.02799","69.2","15.5"
"1497832819","42905.028","69.2","15.5"
"1497832820","42905.02801","69.2","15.5"
"1497832821","42905.02802","69.2","15.5"
"1497832822","42905.02803","69.2","15.5"
"1497832823","42905.02804","69.2","15.5"
"1497832824","42905.02806","69.2","15.5"
"1497832825","42905.02807","69.1","15.5"
"1497832826","42905.02808","69.1","15.5"
"1497832827","42905.02809","69.1","15.5"
"1497832828","42905.0281","69.1","15.5"
"1497832829","42905.02811","69.1","15.5"
"1497832830","42905.02813","69.1","15.5"
"1497832831","42905.02814","69.1","15.5"
"1497832832","42905.02815","69.0","15.5"
"1497832833","42905.02816","69.0","15.5"
"1497832834","42905.02817","69.0","15.5"
"1497832835","42905.02818","69.0","15.5"
"1497832836","42905.02819","69.0","15.5"
"1497832837","42905.02821","69.0","15.5"
"1497832838","42905.02822","69.1","15.5"
"1497832839","42905.02823","69.1","15.5"
"1497832840","42905.02824","69.1","15.5"
"1497832841","42905.02825","69.1","15.5"
"1497832842","42905.02826","69.1","15.5"
"1497832843","42905.02828","69.1","15.5"
"1497832844","42905.02829","69.1","15.5"
"1497832845","42905.0283","69.2","15.5"
"1497832846","42905.02831","69.2","15.5"
"1497832847","42905.02832","69.2","15.5"
"1497832848","42905.02833","69.2","15.5"
"1497832849","42905.02834","69.2","15.5"
"1497832850","42905.02836","69.2","15.5"
"1497832851","42905.02837","69.2","15.5"
